ID,X,Y,R,G,B
1153,52,11,55,33,25
1154,53,11,48,31,24
1155,54,11,49,30,23
1156,55,11,54,30,22
1157,56,11,64,32,19
1158,57,11,62,27,17
1159,58,11,49,21,16
1160,59,11,57,37,23
1161,60,11,95,83,45
1162,61,11,132,131,75
1163,62,11,136,143,89
1164,63,11,133,142,89
1165,64,11,137,146,90
1166,65,11,136,144,92
1167,66,11,133,142,92
1168,67,11,132,141,87
1169,68,11,133,139,82
1170,69,11,133,140,86
1171,70,11,129,137,85
1172,71,11,130,137,85
1173,72,11,128,136,84
1174,73,11,130,139,87
1175,74,11,134,142,93
1176,75,11,133,143,97
1177,76,11,132,141,95
1178,77,11,133,144,98
1179,78,11,137,150,104
1180,79,11,140,150,97
1181,80,11,137,145,89
1182,81,11,135,142,80
1183,82,11,140,147,86
1184,83,11,141,146,89
1185,84,11,143,146,89
1186,85,11,144,143,88
1187,86,11,146,147,88
1188,87,11,146,150,90
1189,88,11,147,151,95
1190,89,11,142,146,89
1191,90,11,142,147,89
1192,91,11,142,147,88
1193,92,11,142,147,88
1194,93,11,140,145,89
1195,94,11,140,147,94
1196,95,11,139,148,96
1197,96,11,145,154,101
1198,97,11,145,154,98
1199,98,11,141,149,93
1200,99,11,129,134,86
1201,0,12,127,132,84
1202,1,12,137,146,99
1203,2,12,136,146,99
1204,3,12,133,144,95
1205,4,12,134,143,90
1206,5,12,135,142,90
1207,6,12,133,142,92
1208,7,12,134,143,93
1209,8,12,137,146,94
1210,9,12,139,146,94
1211,10,12,142,147,93
1212,11,12,144,146,88
1213,12,12,146,152,94
1214,13,12,148,154,98
1215,14,12,147,151,94
1216,15,12,144,146,91
1217,16,12,143,146,92
1218,17,12,141,147,94
1219,18,12,142,148,95
1220,19,12,142,148,96
1221,20,12,143,149,98
1222,21,12,143,151,101
1223,22,12,144,150,100
1224,23,12,145,153,102
1225,24,12,144,150,96
1226,25,12,144,149,95
1227,26,12,144,149,94
1228,27,12,141,145,89
1229,28,12,143,147,91
1230,29,12,145,149,91
1231,30,12,149,153,89
1232,31,12,149,151,87
1233,32,12,150,152,89
1234,33,12,147,152,88
1235,34,12,144,152,96
1236,35,12,143,151,100
1237,36,12,148,154,99
1238,37,12,146,146,89
1239,38,12,127,110,56
1240,39,12,104,73,31
1241,40,12,100,67,29
1242,41,12,110,72,25
1243,42,12,115,74,26
1244,43,12,122,79,25
1245,44,12,136,94,32
1246,45,12,119,81,31
1247,46,12,109,71,31
1248,47,12,105,67,27
1249,48,12,98,63,27
1250,49,12,92,59,30
1251,50,12,83,53,29
1252,51,12,74,45,25
1253,52,12,67,40,25
1254,53,12,59,36,25
1255,54,12,48,29,24
1256,55,12,39,23,22
1257,56,12,38,22,20
1258,57,12,41,23,19
1259,58,12,48,23,18
1260,59,12,40,16,18
1261,60,12,31,13,16
1262,61,12,55,38,27
1263,62,12,119,111,63
1264,63,12,140,145,85
1265,64,12,140,146,88
1266,65,12,142,147,92
1267,66,12,140,150,100
1268,67,12,137,148,98
1269,68,12,137,146,94
1270,69,12,135,142,91
1271,70,12,130,138,87
1272,71,12,132,139,86
1273,72,12,131,138,86
1274,73,12,132,139,88
1275,74,12,135,144,94
1276,75,12,133,145,99
1277,76,12,135,146,100
1278,77,12,138,149,101
1279,78,12,141,152,103
1280,79,12,141,151,99
1281,80,12,140,149,95
1282,81,12,142,151,94
1283,82,12,146,151,90
1284,83,12,147,149,89
1285,84,12,149,151,89
1286,85,12,147,147,85
1287,86,12,148,149,88
1288,87,12,145,148,90
1289,88,12,144,148,92
1290,89,12,144,149,91
1291,90,12,145,147,89
1292,91,12,144,146,87
1293,92,12,145,152,96
1294,93,12,143,149,94
1295,94,12,142,148,95
1296,95,12,142,148,98
1297,96,12,145,153,102
1298,97,12,148,153,93
1299,98,12,144,149,89
1300,99,12,135,142,98
1301,0,13,126,128,80
1302,1,13,136,142,95
1303,2,13,136,141,96
1304,3,13,136,144,97
1305,4,13,139,151,103
1306,5,13,145,155,108
1307,6,13,143,152,99
1308,7,13,143,151,100
1309,8,13,146,155,101
1310,9,13,148,153,98
1311,10,13,146,153,99
1312,11,13,147,154,102
1313,12,13,148,151,96
1314,13,13,147,152,98
1315,14,13,148,153,105
1316,15,13,145,150,106
1317,16,13,146,153,101
1318,17,13,146,152,98
1319,18,13,145,147,93
1320,19,13,146,149,95
1321,20,13,148,150,99
1322,21,13,149,153,102
1323,22,13,148,151,99
1324,23,13,151,156,102
1325,24,13,151,155,99
1326,25,13,150,154,100
1327,26,13,148,153,100
1328,27,13,145,150,98
1329,28,13,144,147,94
1330,29,13,150,153,95
1331,30,13,149,155,96
1332,31,13,149,153,97
1333,32,13,149,153,97
1334,33,13,150,153,98
1335,34,13,148,153,103
1336,35,13,148,155,105
1337,36,13,154,155,102
1338,37,13,122,104,60
1339,38,13,91,57,25
1340,39,13,100,66,28
1341,40,13,116,80,35
1342,41,13,130,90,34
1343,42,13,144,103,42
1344,43,13,158,119,47
1345,44,13,164,125,52
1346,45,13,152,113,46
1347,46,13,140,101,41
1348,47,13,131,94,38
1349,48,13,122,85,35
1350,49,13,107,70,31
1351,50,13,91,56,25
1352,51,13,80,48,27
1353,52,13,71,43,28
1354,53,13,63,37,27
1355,54,13,54,32,25
1356,55,13,46,26,25
1357,56,13,43,26,26
1358,57,13,32,19,22
1359,58,13,31,17,23
1360,59,13,38,19,24
1361,60,13,42,21,23
1362,61,13,28,10,21
1363,62,13,36,21,24
1364,63,13,102,93,58
1365,64,13,147,148,86
1366,65,13,147,153,95
1367,66,13,140,148,97
1368,67,13,139,149,96
1369,68,13,139,149,99
1370,69,13,135,143,93
1371,70,13,135,142,90
1372,71,13,135,144,92
1373,72,13,138,144,92
1374,73,13,134,142,91
1375,74,13,135,142,93
1376,75,13,134,144,98
1377,76,13,137,147,100
1378,77,13,139,148,100
1379,78,13,141,149,99
1380,79,13,144,151,100
1381,80,13,142,150,98
1382,81,13,148,156,104
1383,82,13,155,157,102
1384,83,13,156,156,97
1385,84,13,152,151,90
1386,85,13,153,153,95
1387,86,13,153,153,96
1388,87,13,148,149,91
1389,88,13,148,150,90
1390,89,13,147,149,89
1391,90,13,148,148,89
1392,91,13,145,146,85
1393,92,13,145,151,96
1394,93,13,144,148,93
1395,94,13,144,148,93
1396,95,13,144,150,99
1397,96,13,148,156,106
1398,97,13,149,157,105
1399,98,13,145,151,95
1400,99,13,135,142,98
1401,0,14,128,128,78
1402,1,14,135,138,92
1403,2,14,137,141,96
1404,3,14,138,145,98
1405,4,14,142,151,102
1406,5,14,150,159,109
1407,6,14,152,160,109
1408,7,14,150,159,110
1409,8,14,149,156,102
1410,9,14,149,155,100
1411,10,14,151,159,107
1412,11,14,152,160,109
1413,12,14,150,154,99
1414,13,14,147,151,97
1415,14,14,145,152,102
1416,15,14,144,151,102
1417,16,14,146,150,93
1418,17,14,150,152,92
1419,18,14,151,151,90
1420,19,14,151,150,92
1421,20,14,152,152,96
1422,21,14,153,156,102
1423,22,14,153,158,104
1424,23,14,157,159,103
1425,24,14,155,154,98
1426,25,14,152,154,98
1427,26,14,151,152,97
1428,27,14,149,153,98
1429,28,14,147,150,94
1430,29,14,150,153,95
1431,30,14,153,156,98
1432,31,14,153,157,97
1433,32,14,154,159,103
1434,33,14,153,160,112
1435,34,14,148,157,113
1436,35,14,151,157,108
1437,36,14,126,111,67
1438,37,14,92,60,28
1439,38,14,119,83,34
1440,39,14,155,117,48
1441,40,14,178,141,65
1442,41,14,194,156,74
1443,42,14,205,167,80
1444,43,14,209,171,82
1445,44,14,207,169,80
1446,45,14,204,166,76
1447,46,14,196,158,70
1448,47,14,187,148,63
1449,48,14,178,138,52
1450,49,14,167,127,48
1451,50,14,141,101,35
1452,51,14,111,71,29
1453,52,14,88,54,27
1454,53,14,73,45,29
1455,54,14,63,36,28
1456,55,14,52,30,28
1457,56,14,45,25,26
1458,57,14,38,20,26
1459,58,14,35,18,27
1460,59,14,36,18,26
1461,60,14,35,17,22
1462,61,14,29,14,23
1463,62,14,26,13,26
1464,63,14,29,14,21
1465,64,14,97,87,49
1466,65,14,145,149,92
1467,66,14,140,148,97
1468,67,14,142,151,96
1469,68,14,142,153,105
1470,69,14,141,154,109
1471,70,14,141,151,101
1472,71,14,143,153,102
1473,72,14,142,151,99
1474,73,14,140,147,93
1475,74,14,143,149,94
1476,75,14,143,151,102
1477,76,14,142,150,102
1478,77,14,143,152,102
1479,78,14,145,153,102
1480,79,14,148,154,101
1481,80,14,151,157,100
1482,81,14,153,159,103
1483,82,14,154,158,104
1484,83,14,153,155,99
1485,84,14,150,152,94
1486,85,14,152,153,96
1487,86,14,153,154,97
1488,87,14,148,151,94
1489,88,14,148,150,92
1490,89,14,148,148,90
1491,90,14,150,151,91
1492,91,14,148,148,87
1493,92,14,147,150,97
1494,93,14,146,148,92
1495,94,14,150,151,93
1496,95,14,149,152,98
1497,96,14,151,158,105
1498,97,14,151,158,103
1499,98,14,148,153,93
1500,99,14,136,141,96
1501,0,15,132,131,81
1502,1,15,140,142,93
1503,2,15,139,142,94
1504,3,15,141,145,93
1505,4,15,142,148,91
1506,5,15,143,154,102
1507,6,15,147,155,104
1508,7,15,151,157,105
1509,8,15,150,154,100
1510,9,15,149,156,107
1511,10,15,149,157,110
1512,11,15,154,160,105
1513,12,15,153,158,102
1514,13,15,152,155,98
1515,14,15,151,155,98
1516,15,15,151,155,100
1517,16,15,152,154,97
1518,17,15,153,154,93
1519,18,15,155,154,93
1520,19,15,157,156,99
1521,20,15,156,156,99
1522,21,15,158,160,103
1523,22,15,158,159,101
1524,23,15,158,159,102
1525,24,15,155,157,101
1526,25,15,154,155,100
1527,26,15,153,154,99
1528,27,15,154,156,99
1529,28,15,158,158,96
1530,29,15,157,157,96
1531,30,15,158,159,98
1532,31,15,160,163,105
1533,32,15,159,163,112
1534,33,15,153,160,115
1535,34,15,149,155,111
1536,35,15,133,123,76
1537,36,15,89,59,30
1538,37,15,116,79,36
1539,38,15,174,132,53
1540,39,15,195,156,71
1541,40,15,212,176,93
1542,41,15,218,183,99
1543,42,15,225,188,98
1544,43,15,227,188,93
1545,44,15,227,188,95
1546,45,15,225,187,92
1547,46,15,221,181,87
1548,47,15,212,172,77
1549,48,15,203,162,69
1550,49,15,193,153,64
1551,50,15,172,132,48
1552,51,15,148,106,37
1553,52,15,124,83,31
1554,53,15,101,64,29
1555,54,15,77,44,25
1556,55,15,61,35,27
1557,56,15,51,28,27
1558,57,15,40,20,24
1559,58,15,33,16,24
1560,59,15,32,16,25
1561,60,15,35,18,26
1562,61,15,32,16,27
1563,62,15,28,14,27
1564,63,15,25,12,24
1565,64,15,29,12,19
1566,65,15,105,96,56
1567,66,15,144,153,97
1568,67,15,146,155,104
1569,68,15,142,153,105
1570,69,15,142,153,107
1571,70,15,142,153,105
1572,71,15,143,153,102
1573,72,15,144,154,102
1574,73,15,147,155,102
1575,74,15,148,155,101
1576,75,15,148,154,100
1577,76,15,150,157,100
1578,77,15,150,157,104
1579,78,15,150,158,107
1580,79,15,152,159,104
1581,80,15,152,157,101
1582,81,15,152,156,102
1583,82,15,151,156,101
1584,83,15,154,158,105
1585,84,15,155,157,101
1586,85,15,153,156,103
1587,86,15,153,157,104
1588,87,15,151,155,102
1589,88,15,148,154,101
1590,89,15,147,148,94
1591,90,15,148,150,92
1592,91,15,150,147,87
1593,92,15,150,153,98
1594,93,15,151,151,95
1595,94,15,152,152,93
1596,95,15,154,156,97
1597,96,15,154,159,103
1598,97,15,155,160,107
1599,98,15,154,156,95
1600,99,15,143,146,102
1601,0,16,139,138,86
1602,1,16,146,149,97
1603,2,16,152,155,96
1604,3,16,149,153,95
1605,4,16,142,152,96
1606,5,16,150,158,100
1607,6,16,146,153,97
1608,7,16,145,151,97
1609,8,16,148,150,92
1610,9,16,152,159,105
1611,10,16,152,158,107
1612,11,16,155,159,103
1613,12,16,161,165,110
1614,13,16,157,164,108
1615,14,16,157,163,109
1616,15,16,160,163,107
1617,16,16,159,160,100
1618,17,16,158,158,100
1619,18,16,159,160,103
1620,19,16,160,159,104
1621,20,16,160,159,101
1622,21,16,162,163,105
1623,22,16,161,161,99
1624,23,16,161,162,102
1625,24,16,159,160,103
1626,25,16,157,161,105
1627,26,16,160,164,110
1628,27,16,161,162,104
1629,28,16,157,158,99
1630,29,16,157,158,100
1631,30,16,158,159,102
1632,31,16,158,164,113
1633,32,16,155,161,117
1634,33,16,154,160,113
1635,34,16,134,128,84
1636,35,16,78,52,31
1637,36,16,85,52,29
1638,37,16,156,116,51
1639,38,16,195,156,69
1640,39,16,216,178,92
1641,40,16,224,188,103
1642,41,16,222,189,105
1643,42,16,226,191,100
1644,43,16,230,192,97
1645,44,16,228,192,98
1646,45,16,229,192,95
1647,46,16,228,189,95
1648,47,16,222,182,87
1649,48,16,214,173,79
1650,49,16,204,164,71
1651,50,16,192,151,62
1652,51,16,170,128,45
1653,52,16,143,101,32
1654,53,16,120,79,31
1655,54,16,96,59,27
1656,55,16,76,44,25
1657,56,16,61,33,24
1658,57,16,49,25,21
1659,58,16,42,19,22
1660,59,16,33,16,24
1661,60,16,28,14,24
1662,61,16,27,14,25
1663,62,16,29,15,26
1664,63,16,25,12,24
1665,64,16,24,11,22
1666,65,16,43,26,23
1667,66,16,126,127,82
1668,67,16,145,156,108
1669,68,16,146,155,102
1670,69,16,142,151,99
1671,70,16,141,151,104
1672,71,16,141,150,103
1673,72,16,146,154,102
1674,73,16,150,158,106
1675,74,16,152,158,107
1676,75,16,152,157,104
1677,76,16,156,162,107
1678,77,16,156,163,108
1679,78,16,156,164,110
1680,79,16,154,159,107
1681,80,16,152,157,101
1682,81,16,151,158,105
1683,82,16,153,160,107
1684,83,16,159,164,108
1685,84,16,163,166,109
1686,85,16,158,163,110
1687,86,16,159,163,113
1688,87,16,157,161,111
1689,88,16,157,159,106
1690,89,16,153,153,97
1691,90,16,154,154,94
1692,91,16,154,153,91
1693,92,16,153,153,92
1694,93,16,154,152,92
1695,94,16,153,152,91
1696,95,16,156,158,99
1697,96,16,158,162,110
1698,97,16,158,164,117
1699,98,16,152,155,102
1700,99,16,144,148,105
1701,0,17,133,134,81
1702,1,17,145,151,99
1703,2,17,157,163,104
1704,3,17,155,159,101
1705,4,17,154,163,110
1706,5,17,164,169,109
1707,6,17,150,158,106
1708,7,17,147,155,105
1709,8,17,153,158,98
1710,9,17,153,157,102
1711,10,17,161,163,107
1712,11,17,164,167,108
1713,12,17,164,171,119
1714,13,17,162,169,119
1715,14,17,162,168,117
1716,15,17,165,170,114
1717,16,17,164,167,110
1718,17,17,165,165,107
1719,18,17,164,165,108
1720,19,17,166,167,111
1721,20,17,165,164,105
1722,21,17,167,165,103
1723,22,17,162,162,100
1724,23,17,161,163,108
1725,24,17,159,161,106
1726,25,17,160,164,112
1727,26,17,161,166,114
1728,27,17,160,164,109
1729,28,17,159,160,102
1730,29,17,157,158,104
1731,30,17,159,163,115
1732,31,17,158,166,126
1733,32,17,160,164,122
1734,33,17,149,145,99
1735,34,17,108,84,49
1736,35,17,60,28,24
1737,36,17,103,67,35
1738,37,17,168,130,56
1739,38,17,195,156,72
1740,39,17,216,177,91
1741,40,17,225,185,97
1742,41,17,225,186,96
1743,42,17,223,184,94
1744,43,17,222,184,92
1745,44,17,226,189,97
1746,45,17,229,188,94
1747,46,17,227,185,89
1748,47,17,222,181,84
1749,48,17,214,174,79
1750,49,17,203,162,72
1751,50,17,190,148,60
1752,51,17,173,132,47
1753,52,17,152,110,37
1754,53,17,132,92,32
1755,54,17,114,76,31
1756,55,17,91,56,30
1757,56,17,69,40,25
1758,57,17,56,30,25
1759,58,17,55,26,24
1760,59,17,43,20,25
1761,60,17,33,16,26
1762,61,17,29,15,28
1763,62,17,26,12,26
1764,63,17,26,12,23
1765,64,17,23,12,21
1766,65,17,19,6,19
1767,66,17,73,64,44
1768,67,17,143,150,98
1769,68,17,139,150,99
1770,69,17,136,143,88
1771,70,17,135,144,92
1772,71,17,141,149,99
1773,72,17,149,154,99
1774,73,17,148,151,94
1775,74,17,149,151,94
1776,75,17,149,154,99
1777,76,17,156,162,104
1778,77,17,152,161,106
1779,78,17,153,161,108
1780,79,17,152,158,105
1781,80,17,154,156,102
1782,81,17,153,157,106
1783,82,17,157,160,104
1784,83,17,162,162,102
1785,84,17,164,166,109
1786,85,17,161,167,113
1787,86,17,164,169,116
1788,87,17,163,167,112
1789,88,17,162,163,106
1790,89,17,161,159,101
1791,90,17,162,161,100
1792,91,17,158,158,96
1793,92,17,156,157,94
1794,93,17,155,154,93
1795,94,17,156,154,93
1796,95,17,162,162,106
1797,96,17,163,165,111
1798,97,17,164,169,120
1799,98,17,156,160,105
1800,99,17,149,149,105
1801,0,18,117,119,72
1802,1,18,138,146,99
1803,2,18,151,159,106
1804,3,18,148,156,105
1805,4,18,151,160,109
1806,5,18,162,166,107
1807,6,18,154,161,109
1808,7,18,148,155,102
1809,8,18,147,149,91
1810,9,18,141,146,92
1811,10,18,160,164,109
1812,11,18,160,166,115
1813,12,18,161,167,120
1814,13,18,159,166,122
1815,14,18,166,170,120
1816,15,18,168,172,120
1817,16,18,169,173,121
1818,17,18,169,172,113
1819,18,18,173,174,116
1820,19,18,171,173,116
1821,20,18,166,167,109
1822,21,18,165,166,106
1823,22,18,160,160,103
1824,23,18,159,160,104
1825,24,18,161,162,108
1826,25,18,163,166,113
1827,26,18,164,166,110
1828,27,18,161,162,104
1829,28,18,160,159,97
1830,29,18,162,161,101
1831,30,18,165,169,113
1832,31,18,167,170,114
1833,32,18,152,147,96
1834,33,18,127,105,56
1835,34,18,97,60,32
1836,35,18,65,32,27
1837,36,18,115,76,35
1838,37,18,172,132,57
1839,38,18,196,157,75
1840,39,18,214,175,90
1841,40,18,217,175,88
1842,41,18,220,178,89
1843,42,18,216,175,85
1844,43,18,217,177,85
1845,44,18,219,179,90
1846,45,18,220,181,90
1847,46,18,217,178,88
1848,47,18,214,175,85
1849,48,18,204,163,72
1850,49,18,191,149,64
1851,50,18,184,142,56
1852,51,18,176,135,53
1853,52,18,164,121,46
1854,53,18,152,110,40
1855,54,18,135,95,36
1856,55,18,117,80,35
1857,56,18,98,63,32
1858,57,18,68,39,27
1859,58,18,45,20,23
1860,59,18,36,17,25
1861,60,18,34,17,24
1862,61,18,32,16,26
1863,62,18,27,13,26
1864,63,18,23,11,21
1865,64,18,18,9,19
1866,65,18,20,9,23
1867,66,18,35,23,24
1868,67,18,107,111,72
1869,68,18,107,124,84
1870,69,18,118,127,75
1871,70,18,134,140,84
1872,71,18,129,138,89
1873,72,18,138,139,85
1874,73,18,128,133,80
1875,74,18,130,141,90
1876,75,18,139,149,95
1877,76,18,146,157,101
1878,77,18,133,151,97
1879,78,18,150,159,100
1880,79,18,148,154,95
1881,80,18,155,158,102
1882,81,18,155,157,103
1883,82,18,158,159,101
1884,83,18,163,162,104
1885,84,18,162,163,105
1886,85,18,159,162,103
1887,86,18,163,168,110
1888,87,18,167,171,111
1889,88,18,165,165,104
1890,89,18,164,162,99
1891,90,18,166,164,101
1892,91,18,160,159,98
1893,92,18,157,156,96
1894,93,18,157,156,97
1895,94,18,157,155,95
1896,95,18,160,161,107
1897,96,18,163,168,117
1898,97,18,164,169,113
1899,98,18,159,160,99
1900,99,18,147,147,105
1901,0,19,109,107,65
1902,1,19,120,130,89
1903,2,19,135,143,93
1904,3,19,130,142,96
1905,4,19,139,150,101
1906,5,19,147,151,94
1907,6,19,142,149,99
1908,7,19,131,139,93
1909,8,19,126,129,81
1910,9,19,127,129,79
1911,10,19,154,156,99
1912,11,19,157,161,110
1913,12,19,159,164,116
1914,13,19,168,170,117
1915,14,19,171,173,114
1916,15,19,167,169,108
1917,16,19,161,163,102
1918,17,19,156,160,96
1919,18,19,169,171,106
1920,19,19,174,174,115
1921,20,19,171,171,113
1922,21,19,171,171,113
1923,22,19,163,164,109
1924,23,19,159,160,110
1925,24,19,162,163,109
1926,25,19,167,170,117
1927,26,19,164,167,115
1928,27,19,166,165,106
1929,28,19,169,169,109
1930,29,19,172,172,111
1931,30,19,173,174,114
1932,31,19,166,164,104
1933,32,19,134,115,61
1934,33,19,98,59,32
1935,34,19,75,35,30
1936,35,19,64,37,32
1937,36,19,141,100,44
1938,37,19,179,138,62
1939,38,19,196,158,83
1940,39,19,205,168,88
1941,40,19,209,171,88
1942,41,19,215,176,92
1943,42,19,220,180,91
1944,43,19,221,180,89
1945,44,19,217,178,90
1946,45,19,218,180,94
1947,46,19,215,178,92
1948,47,19,214,175,87
1949,48,19,207,166,77
1950,49,19,197,158,73
1951,50,19,191,152,67
1952,51,19,188,148,65
1953,52,19,180,140,59
1954,53,19,175,134,56
1955,54,19,164,124,49
1956,55,19,150,110,46
1957,56,19,123,86,39
1958,57,19,80,48,28
1959,58,19,47,23,23
1960,59,19,44,21,27
1961,60,19,40,18,27
1962,61,19,31,15,27
1963,62,19,32,16,28
1964,63,19,26,14,25
1965,64,19,22,11,23
1966,65,19,21,10,23
1967,66,19,22,11,23
1968,67,19,68,70,50
1969,68,19,102,115,69
1970,69,19,104,109,61
1971,70,19,118,119,66
1972,71,19,114,118,69
1973,72,19,113,117,67
1974,73,19,112,122,76
1975,74,19,121,137,89
1976,75,19,140,150,97
1977,76,19,133,146,94
1978,77,19,128,146,92
1979,78,19,140,153,97
1980,79,19,128,140,90
1981,80,19,152,155,99
1982,81,19,160,158,98
1983,82,19,164,162,101
1984,83,19,166,167,108
1985,84,19,168,169,110
1986,85,19,166,165,102
1987,86,19,166,166,104
1988,87,19,165,167,106
1989,88,19,167,168,106
1990,89,19,163,163,98
1991,90,19,168,165,98
1992,91,19,167,165,98
1993,92,19,163,161,99
1994,93,19,153,153,95
1995,94,19,147,151,98
1996,95,19,153,159,104
1997,96,19,165,168,111
1998,97,19,166,170,115
1999,98,19,158,161,104
2000,99,19,141,144,103
2001,0,20,105,105,65
2002,1,20,115,120,76
2003,2,20,123,125,78
2004,3,20,122,130,83
2005,4,20,108,121,81
2006,5,20,105,113,73
2007,6,20,123,124,77
2008,7,20,132,131,78
2009,8,20,122,121,71
2010,9,20,117,118,72
2011,10,20,125,130,81
2012,11,20,146,149,96
2013,12,20,148,150,98
2014,13,20,158,155,93
2015,14,20,159,154,89
2016,15,20,147,145,82
2017,16,20,145,143,80
2018,17,20,142,145,83
2019,18,20,138,147,90
2020,19,20,160,162,103
2021,20,20,170,167,113
2022,21,20,166,166,117
2023,22,20,168,170,123
2024,23,20,168,172,126
2025,24,20,170,171,118
2026,25,20,174,174,122
2027,26,20,172,175,121
2028,27,20,175,175,117
2029,28,20,179,178,117
2030,29,20,184,181,116
2031,30,20,178,177,110
2032,31,20,156,148,87
2033,32,20,120,96,53
2034,33,20,79,38,31
2035,34,20,69,35,35
2036,35,20,62,35,35
2037,36,20,147,107,50
2038,37,20,189,148,71
2039,38,20,203,164,88
2040,39,20,208,168,85
2041,40,20,208,169,83
2042,41,20,214,175,89
2043,42,20,216,177,91
2044,43,20,218,179,90
2045,44,20,220,181,94
2046,45,20,220,179,91
2047,46,20,213,172,80
2048,47,20,203,161,71
2049,48,20,198,156,70
2050,49,20,196,157,75
2051,50,20,196,156,72
2052,51,20,195,154,71
2053,52,20,185,144,64
2054,53,20,179,140,64
2055,54,20,167,128,57
2056,55,20,152,112,52
2057,56,20,123,85,40
2058,57,20,84,48,28
2059,58,20,53,28,27
2060,59,20,39,21,31
2061,60,20,32,16,30
2062,61,20,29,15,30
2063,62,20,26,13,29
2064,63,20,31,17,30
2065,64,20,29,15,28
2066,65,20,25,13,26
2067,66,20,21,9,25
2068,67,20,55,50,41
2069,68,20,94,103,65
2070,69,20,83,91,55
2071,70,20,94,99,60
2072,71,20,101,106,63
2073,72,20,102,108,66
2074,73,20,106,116,73
2075,74,20,116,128,83
2076,75,20,113,129,83
2077,76,20,113,130,87
2078,77,20,122,142,93
2079,78,20,120,137,87
2080,79,20,112,128,86
2081,80,20,145,151,97
2082,81,20,162,162,103
2083,82,20,165,165,104
2084,83,20,167,166,108
2085,84,20,168,168,106
2086,85,20,167,166,100
2087,86,20,167,167,99
2088,87,20,168,169,102
2089,88,20,170,170,108
2090,89,20,170,170,105
2091,90,20,174,170,97
2092,91,20,164,159,90
2093,92,20,158,155,91
2094,93,20,144,145,83
2095,94,20,136,141,89
2096,95,20,143,152,103
2097,96,20,146,156,107
2098,97,20,146,157,110
2099,98,20,127,137,92
2100,99,20,115,122,92
2101,0,21,68,66,50
2102,1,21,91,89,59
2103,2,21,108,109,70
2104,3,21,108,115,74
2105,4,21,93,105,70
2106,5,21,91,98,69
2107,6,21,105,106,66
2108,7,21,117,117,75
2109,8,21,120,120,75
2110,9,21,118,118,74
2111,10,21,117,118,75
2112,11,21,127,125,76
2113,12,21,131,130,79
2114,13,21,128,128,77
2115,14,21,130,128,77
2116,15,21,136,132,75
2117,16,21,132,130,73
2118,17,21,120,125,74
2119,18,21,122,130,81
2120,19,21,121,131,88
2121,20,21,117,130,88
2122,21,21,132,137,90
2123,22,21,152,150,98
2124,23,21,167,168,117
2125,24,21,174,175,121
2126,25,21,175,174,121
2127,26,21,171,173,118
2128,27,21,174,174,117
2129,28,21,180,176,121
2130,29,21,181,179,114
2131,30,21,170,171,111
2132,31,21,134,122,71
2133,32,21,110,86,50
2134,33,21,72,41,34
2135,34,21,64,33,36
2136,35,21,67,37,38
2137,36,21,142,102,54
2138,37,21,184,143,72
2139,38,21,184,141,71
2140,39,21,176,132,61
2141,40,21,172,128,58
2142,41,21,187,142,65
2143,42,21,210,167,78
2144,43,21,212,170,78
2145,44,21,214,170,83
2146,45,21,194,150,69
2147,46,21,156,114,50
2148,47,21,141,99,42
2149,48,21,148,105,44
2150,49,21,160,117,51
2151,50,21,159,118,52
2152,51,21,154,113,50
2153,52,21,148,109,50
2154,53,21,141,102,47
2155,54,21,131,92,41
2156,55,21,125,86,41
2157,56,21,112,74,36
2158,57,21,85,49,28
2159,58,21,53,26,24
2160,59,21,43,22,32
2161,60,21,37,19,33
2162,61,21,31,17,33
2163,62,21,26,14,31
2164,63,21,33,19,32
2165,64,21,34,19,30
